,Unnamed: 0,place_name,description,province,etymology
785,785,Parry Sound,"Parry Sound: district in Ontario, formed in 1870;
    a town in the district and its harbour, and also an island
    in Georgian Bay, adjacent to the town. They were named after Parry or Melville Sound in the
    north polar regions of Canada, and it was named in
    honour of Sir William Edward Parry, 1790-1855, who
    made several voyages in search of the North-West Passage,
    and published illuminating accounts of his adventures
    and discoveries.",Ontario,English
786,786,Patricia,"Patricia: unorganized district in Northern Ontario,
    from 1912 to 1927 when by “the Patricia Act” of the
    Province of Ontario it was annexed to and made part of
    the territorial district of Kenora, to be known as “District
    of Kenora, Patricia Portion”. It was named in honour of Princess Patricia, daughter
    of His Royal Highness, Duke of Connaught, Governor-General
    of Canada, 1911-’16. The first Canadian Contingent,
    Great War, 1914-’18, was named the Princess Pat’s
    Light Infantry. She presented the corps with regimental
    colours made by herself. At the close of the War the
    Princess married Captain Ramsay of the British Navy.",Ontario,English
787,787,Patterson,"Patterson: township in Parry Sound district, surveyed
    in 1876. It was named in honour of Hon. Christopher S.
    Patterson, 1823-1893, a member of the legal profession of[221] Ontario, and judge of the Supreme Court from 1888 till
    his death.",Ontario,English
788,788,Passamaquoddy,"Passamaquoddy: bay between New Brunswick and
    Maine, an arm of the Bay of Fundy. It is Micmac Indian, a corruption of pesku-tum, in
    English “pollock”, and a-guah-dik, “abundance”, that is,
    “a great water for pollock”.",New Brunswick,Indigenous
789,789,Paxton,"Paxton: township in Nipissing district, Ontario,
    erected in 1879. It was named after Thomas Paxton, M.P.P. for North
    Ontario from 1867 to 1883.",Ontario,English
790,790,Peace,"Peace: river in Alberta and B.C. Sir Alexander Mackenzie, in the account of his voyage
    in 1793 to the Pacific, states: “On October 13th at noon we came to the Peace point, from
        which, according to the report of my interpreter, the river derives
        its name; it was the spot where the Knisteneaux (Crees) and
        Beaver Indians settled their dispute.”",Alberta,Indigenous
791,791,Peck,"Peck: township in Nipissing district, Ontario, surveyed
    in 1880. It was named in honour of Samuel Stanley Peck,
    sometime M.P.P. for North Victoria. His family were of
    U.E.L. descent, having settled in Prince Edward county
    in 1880.",Ontario,English
792,792,Peel,"Peel: township in Wellington county, Ontario, erected
    in 1835, and a county of the same province, cut off from
    York county in 1849. Both were named in honour of Sir Robert Peel, 1788-1850,
    a distinguished British statesman.",Ontario,English
793,793,Pelee Island,"Pelee Island: township in Essex county, Ontario. It took its name from Point Pelee on the mainland of
    Essex. This name was given by the French explorers.
    The word Pelee means “bare”, and the east side consisted
    largely of sand banks, no trees. [222]",Ontario,French
794,794,Pelham,"Pelham: township in Welland county, Ontario, organized
    in 1790. It took its name from the Pelham family, several of
    whom held office in the British Government during the
    reigns of George II. and George III. Thomas Pelham,
    1693-1768, Duke of Newcastle, was Prime Minister for
    nearly ten years. He was not a great statesman, but
    honest, industrious and energetic. Newcastle twice
    refused a pension and left office £300,000 poorer than
    when he entered the government.",Ontario,English
795,795,Pembina,"Pembina: river, mountain and county in Manitoba, an
    affluent of the Arthabaska, Alberta, and two lakes in
    Quebec. The word is Indian meaning “the fruit of the cranberry
    bush”.",Manitoba,Indigenous
796,796,Pembroke,"Pembroke: thriving town on the Ottawa River in the
    county of Renfrew, Ontario, and a township in the same
    county, formed in 1843. Pembrokeshire is the name of a
    county in Wales. The township was probably named in honour of Hon.
    Sidney Herbert, son of the Earl of Pembroke, and
    Secretary at the Admiralty at this period.",Ontario,Welsh
797,797,Penetanguishene,"Penetanguishene: historic town in Simcoe county,
    Ontario, situated on an arm of Georgian Bay and possessing
    a fine harbour. The name is Abenaki Indian and means “the place of
    white falling sands”. On the western side of the harbour
    there is a great sandy cliff, pieces of which are continually
    breaking away. The place-name of Penetanguishene
    remains an imperishable cenotaph of an almost extinct
    nation.",Ontario,Indigenous
798,798,Penticton,"Penticton: thriving town situated near the southern
    extremity of Lake Okanagan, Yale county, B.C. The[223] first white man to settle here was Thomas Ellis in 1867.
    The Southern Okanagan Land Company purchased from
    Mr. Ellis in 1905 and laid the land out in fruit lots.
    This was the beginning of the town’s modern development. The name Penticton is of Indian derivation meaning
    “meeting of the ways”. Probably it is a shortened Indian
    phrase for “getting-off place at the end of big water”.",Unknown,Indigenous
799,799,Perce,"Percé: village, and canton in the county of Gaspé,
    erected in 1842. They took their name from the great water-pierced
    rock, a natural curiosity, off the shore of Gaspé in the
    Gulf of St. Lawrence.",Unknown,French
800,800,Percy,"Percy: township in Northumberland county, Ontario,
    surveyed in 1798. Percy is a Norman family name taken from the village
    of Percy in Normandy. The family attained prominence
    in England after the Conquest and were granted the dukedom
    of Northumberland. So powerful did the family
    become that they were often a peril to the throne, notably
    so in Henry IV.’s and Elizabeth’s reigns. If the name were
    to be translated to Canada it was appropriately placed in
    Northumberland.",Ontario,Other European
801,801,Perry,"Perry: township in Parry Sound district, Ontario,
    erected in 1873. It was named in honour of George Perry, 1818-’91,
    M.P.P. for North Oxford from 1867-’72 and Sheriff of
    Oxford from 1873 till his death. In younger days he was
    a distinguished teacher and a man of very high character.",Ontario,English
802,802,Perth,"Perth: the county-town of Lanark county, Ontario,
    and also a county in the same province, formed from the
    Canada Land Company’s Huron district in 1847. [224] Both were named after the town of Perth on the Tay
    River in Perthshire, Scotland. The name is probably derived from Gaelic barr tha meaning, “height over the Tay”, i.e. Kinnoull Hill, or
    from aber tha “confluence of the Tay” with the Earn.",Ontario,Scottish
803,803,Petawawa,"Petawawa: river in Ontario, a branch of the Ottawa. It is a corruption of the Algonquin Indian pitwewe,
    meaning “where one hears a noise like this”, the voice of
    the waters according to the Indian fancy. Petawawa is
    also the name of a township in Renfrew county, Ontario,
    organized in 1857.",Ontario,Indigenous
804,804,Peterborough,"Peterborough: county and its county-town in Ontario. Christopher Robinson, a U.E. Loyalist, removed from
    Virginia to Canada after the Revolutionary War. His
    son, Colonel Peter Robinson, was sent out to Canada in
    1825 by Earl Bathurst with over 2000 emigrants from
    Ireland. He conducted them to Indian Plains (Peterborough
    county) and settled them on free government
    lands. A town sprang up where he encamped the emigrants
    and his friends insisted it be called after him,
    Peter’s borough or Peterborough. The county was organized
    in 1849 under the same name.",Ontario,English
805,805,Petitcodiac,"Petitcodiac: river in New Brunswick emptying into
    Shepody Bay, an arm of the Bay of Fundy; and also a
    village situated on the same river, in the county of
    Westmoreland. Petitcodiac is a Micmac Indian word, in the opinion of
    most authorities, meaning “the bend in a bow fitted to an
    arrow”, descriptive of the winding course of the river. Some derive the term from the French petit coude meaning “the little elbow” in reference to the river’s
    course in the vicinity of Monckton. This derivation is not
    probable. [225]",New Brunswick,Indigenous
806,806,Petrolia,"Petrolia: thriving town in Lambton county, Ontario.
    It was incorporated as a village in 1867 and as a town in
    1874. The town was named by the first postmaster, Patrick
    Barclay, and the name is derived from petroleum, the
    production of which is the staple industry of the place.",Ontario,English
807,807,Pickering,"Pickering: village, and also township, in Ontario
    county, province of Ontario, organized in 1792. At first the township was designated Edinburgh but
    renamed Pickering. It took its name from the town of
    Pickering in Yorkshire, England.",Ontario,English
808,808,Picton,"Picton: the county-town of Prince Edward county,
    Ontario. It was named in memory of Major-General Sir
    Thomas Picton who led the 5th Division in the battle of
    Waterloo, June 18, 1815, and fell in the action.",Ontario,English
809,809,Pictou,"Pictou: village and county, Nova Scotia, and also an
    island in the strait of Northumberland. The origin of the word is uncertain. Some think it a
    corruption of Poictou, the name of a province in France,
    and that the district was so named by the French
    explorers. Rand derives the word from the Micmac pictook,
    meaning “fire caused by the explosion of gas”, explained
    by the presence of coal mines in the immediate vicinity. Other writers think Pictou a corruption of the Micmac bucto which signifies “fire”. Tradition relates that a
    large Micmac encampment at this place was destroyed by
    a great fire and the Micmacs ever afterwards pointed the
    place out to the whites as the scene of mickeak bucto, “a
    great fire”. This is the most probable derivation.",Nova Scotia,Indigenous
810,810,Pilkington,"Pilkington: township in Wellington county, Ontario,
    erected in 1851. [226] It took its name from General Robert Pilkington. As
    a lieutenant in the Royal Engineers he was stationed at
    Fort Niagara in 1795. Pilkington was a capable officer,
    became a favourite of Lieutenant-Governor Simcoe’s, and
    received a grant of 20,000 acres of land, known for some
    years as the Pilkington Block, afterwards incorporated
    into Pilkington township.",Ontario,English
811,811,Pilot Mound,"Pilot Mound: town in southern central Manitoba. It took its name from an old Indian mound there that
    guided or piloted pioneers coming in over the old Emerson
    trail of the 1880’s.",Manitoba,Indigenous
812,812,Pittsburg,"Pittsburg: township in Frontenac county, Ontario,
    organized in 1787. It was named in honour of the Right Honourable
    William Pitt, (1759-1806), second son of William Pitt,
    first Earl of Chatham. He studied law and became a
    member of the bar at twenty-one, at twenty-three he was
    Chancellor of the Exchequer and at twenty-five he was
    Premier of Great Britain. Pitt was the author of the
    Canadian Constitutional Act of 1791. This illustrious
    statesman was buried beside his father in Westminster
    Abbey.",Ontario,English
813,813,Plantaganet,"Plantaganet: township in Prescott county, Ontario,
    formed in 1798. It took its name from a line of kings of England of
    whom Henry II. was the first. Geoffrey of Anjou, Henry’s
    father, wore a sprig of broom or planta genista as his
    device. Some historians called this Royal House the
    Plantaganets and others the Angevins, or descendants of
    the Count of Anjou.",Ontario,English
814,814,Plympton,"Plympton: township in Lambton county, Ontario,
    organized in 1834. [227] It was named after the town of Plympton in Devonshire,
    England, near which was Beechwood, a residence of
    Sir John Colborne who was Lieutenant-Governor of
    Upper Canada from 1829 to 1835.",Ontario,English
815,815,Pointe-aux-Trembles,"Pointe-aux-Trembles: parish, county of Portneuf, and
    village on the island of Montreal, Quebec. These places
    were famous for their aspen trees with their continuously
    quivering leaves, hence the name.",Quebec,French
816,816,Pointe de Bute,"Pointe de Bute: historic community on the Missaquash,
    New Brunswick. This place figured prominently
    in the struggle between the English and the French in
    1755. The name is a corruption of Pont à Buot meaning
    Buot’s Bridge. Buot was probably an Acadian.",New Brunswick,French
817,817,Pontiac,"Pontiac: county in Quebec. So named to commemorate the noted chief of the
    Ottawas, an Algonquin tribe. Pontiac, 1712-1769, was a
    steadfast ally of the French, contributed largely to
    Braddock’s defeat in 1755, and organized a compact
    among the Indian tribes in 1763 with the view of
    exterminating English settlers.",Quebec,Indigenous
818,818,Port Alberni,"Port Alberni: city in British Columbia, situated at the
    head of the Alberni Canal. For origin of name see Alberni.",British Columbia,Unknown
819,819,Port Arthur,"Port Arthur: city situated on Lake Superior, Thunder
    Bay district, Ontario. It was named Prince Arthur’s Landing by Colonel
    Wolseley in 1870, on his expedition to the Red River
    Settlement, in honour of Prince Arthur, now Duke of
    Connaught, and Governor-General of Canada from 1911
    to 1916. In 1883 this name was changed to Port Arthur
    to correspond with Port Moody, the western accepted
    terminus of the C.P.R. at that time. [228]",Ontario,English
820,820,Port Burwell,"Port Burwell: police village, situated on Lake Erie,
    Elgin county, Ontario, incorporated in 1900. It was founded in 1817 by Mahlon Burwell, a pioneer,
    and named after him. The name Burwell is derived from Old English burgh meaning “a castle” and wella, “a spring or well of water”. The name was probably given at first to the man who
    had charge of a castle well.",Ontario,English
821,821,Port Coquitlam,"Port Coquitlam: new city in B.C. The post office was
    opened March 1, 1891. Coquitlam is the name of a Salish Indian tribe.",Unknown,Indigenous
822,822,Port Dover,"Port Dover: port and town in Norfolk county, Ontario,
    and port and village in Halifax county, Nova Scotia. Both are named after Dover, Kent county, England.
    The town is situated on the River Douver still correctly
    pronounced Douvre(s). The name is French in origin,
    meaning “a stream”. It is the Welsh dwfr meaning
    “water”. The town took its name from the river. It is
    another example of the general names of primitive
    peoples taking on a proper signification on the advance
    of civilization.",Ontario,English
823,823,Port Hope,"Port Hope: picturesque and progressive town in
    Durham county, Ontario. The first white settler on the site of the town was one
    Peter Smith, a trader and hunter, who established himself
    here about 1778. An Indian village in the locality
    was called Cochingomink and Smith built his cabin on a
    creek which ran through it. In process of time both the
    creek and settlement became known as Smith’s Creek. By 1792 U.E. Loyalists began to arrive, and take up
    farms, Mr. Myndert Harris and family pioneering the
    way. In 1815 Jeremiah Britton opened up the first store.
    Smith’s Creek soon fell into disuse and Toronto was[229] substituted therefor. But when a post office was opened
    in 1817 the duality of names gave rise to confusion. In
    1819 a public meeting was called and G. S. Bolton, a
    resident, suggested Port Hope, which was unanimously
    adopted. No one seems to know why Hope was made the choice
    of the residents, no record of the meeting bearing on this
    point having come to light. However, in all probability
    it was named in honour of Colonel Henry Hope, Lieutenant-Governor
    of Canada from 1785 to his death in 1789.
    He was a true friend to all the people of Canada and was
    particularly careful in considering the fortunes of the new
    Loyalist settlers on the banks of the St. Lawrence River
    and Lake Ontario, of which there were 1,800. The
    Government had undertaken to furnish provisions only
    until May, 1786. Pointing out that destitution would
    arise, Hope had the period extended until the crops were
    harvested. He had a Commission appointed also to
    investigate and adjust all Loyalist claims. It is not at all
    likely that the U.E. Loyalists were unmindful of his
    vital services. As a mark of respect the citizens of Quebec City called
    the gate finished in 1784, leading from the upper town to
    the ramp descending to Saint Roch suburb, after him. At
    this time it was first known as “Hope Gate” which name it
    still bears.",Ontario,English
824,824,Portland,"Portland: township in Frontenac county, Ontario,
    organized in 1798, and a village situated in Rideau Lake
    in Leeds county, Ontario. They were named in honour of William Henry
    Cavendish Bentinck, third Duke of Portland, who became
    Secretary of the Colonies in the British Government in
    1796. The family is descended from the Dutch friend of[230] King William III., William Bentinck, who sought to save
    the Prince’s life by lying in bed with him when he had the
    smallpox. When William of Orange became King of
    England he showered estates and honours on Bentinck. The title was taken from the Isle of Portland in
    Dorsetshire, famous for its bed of rock known as Portland
    stone out of which many of the beautiful mansions of
    England have been erected.",Ontario,English
825,825,Port McNichol,"Port McNichol: village port on Georgian Bay, Simcoe
    county, Ontario. It was founded about 1909 by the Canadian Pacific
    Railway and named in honour of its Vice-President at
    that time, the late David McNichol.",Ontario,Scottish
826,826,Port Moody,"Port Moody: city on Burrard inlet, B.C. It was named in 1860 by Captain Richards, H.M.
    surveying vessel Plumper, in honour of Major-General
    Richard Clement Moody (1813-’87), at that time commissioner
    of lands and works of British Columbia. Port
    Moody was originally chosen for the Pacific terminus of
    the Canadian Pacific Railway. It lost much of its
    importance when the road was extended to Vancouver at
    its completion in 1886.",British Columbia,English
827,827,Port Neuf,"Port Neuf: rivers, one in Saguenay county, and the
    other in Port Neuf county, Quebec. On the latter river Pierre Robineau, member of the
    One Hundred Associates, built an establishment which he
    called Portneuf, “new port”, hence the name, according to
    some authorities. Others presume the word was coined
    by Le Neuf de la Potherie, who obtained a seigniory here,
    by adjoining “port” to the second syllable of his name.",Quebec,French
828,828,Port Perry,"Port Perry: picturesque village in Ontario county,
    Ontario. [231] In 1827 Elder Scott of the American Missionary
    Society established an Indian school on the lake front
    where Port Perry is now situated. The first general store
    was opened by Chester Draper in 1840. The village has been known as Port Perry from about
    1852. It was named after Peter Perry of Whitby who
    laid out the first town plot. Previous to that date it was
    called Scugog Village. Information received from Thos.
    H. Follick, M.A., Principal of Port Perry High School.",Ontario,English
829,829,Port Weller,"Port Weller: name of the Lake Ontario entrance to
    the new Welland Ship Canal now (1930) nearing
    completion. The place was named in honour of George H. Weller,
    for some time Superintendent Engineer of the present
    Welland Canal. The one now under construction is, in
    the main, built on the original plan submitted by the
    brilliant engineer, Weller. He did not live to see his
    dream approach realization.",Ontario,English
830,830,Prescott,"Prescott: county in Ontario, erected in 1798; and a
    town in Grenville county, Ontario. They were named in honour of Major-General Robert
    Prescott, 1725-1815, Governor-General of Canada, Nova
    Scotia and New Brunswick, 1796-’99. Prescott listened
    to the settlers’ complaints and tried to befriend them.
    This brought down upon him the ill-will of Chief-Justice
    Osgoode and the Board of Management of the Crown
    Lands, the members of which had acquired under one
    pretext or another many of the best tracts of land in the
    country. These officials secured the Governor’s recall,
    but the majority of the people held him in high esteem as
    an honourable and upright man.",Ontario,English
831,831,Preston,"Preston: township in Nipissing district, Ontario,
    erected in 1889. [232] It was named after Doctor Robert Henry Preston,
    M.P.P. for Leeds from 1875 to 1890. Preston is also the name of a prosperous, picturesque
    town in Waterloo county, Ontario. It possesses mineral
    springs of much medicinal value. It took its name from the town of Preston in Lancashire,
    England.",Ontario,English
832,832,Prince Albert,"Prince Albert: city in Saskatchewan. It was named in 1866 after Prince Albert, husband of
    Queen Victoria, by Reverend James Nisbet who established
    a Presbyterian mission station at this place in that
    year. Prince Albert is also the name of a National Park
    thirty miles north of the city of Prince Albert, set aside
    by the Dominion Government in 1927. It contains 1377
    square miles and is of great scenic beauty.",Saskatchewan,English
833,833,Prince Edward,"Prince Edward: the island province of Canada; also a
    county of Ontario, organized in 1792. Both were named in honour of Prince Edward
    Augustus, Duke of Kent, fourth son of King George III.,
    born 1767, died 1820. He was the father of our late
    illustrious Queen Victoria. The Micmac Indian name of Prince Edward Island
    was Epagwit, meaning “resting on the waves”. The
    French name was Ile St. Jean, and the English name was
    St. John’s Island until its present name was adopted in
    1800. The French name of Prince Edward county was
    Presqu’isle de Quinte, the almost island of Quinte.",Ontario,English
834,834,Prince Rupert,"Prince Rupert: northern coast city of British
    Columbia. It was the only Pacific terminus of the Grand Trunk
    Railway. The name was chosen in 1906 in open competi[233]tion,
    the Grand Trunk Pacific Company offering a prize
    of $250 for the most suitable name. There were about
    1,200 names suggested. Miss Eleanor M. McDonald of
    Winnipeg offered Prince Rupert, Mrs. John Orme of
    Bonnechere and Mr. R. Kirkwood of Copper Cliff, Port
    Rupert. One condition was that the name should not
    contain more than three syllables and ten letters. The
    Company finally preferred Prince Rupert but in order to
    be fair awarded $250 to each of these three competitors. Prince Rupert, 1619-’82, was the son of Frederick V.,
    King of Bohemia and Elizabeth, daughter of James I. of
    England. He entered the military service of his Uncle
    Charles I. in 1642 and fought in the Civil War until the
    Royalist cause was lost in 1649. At the Restoration in
    1660, Rupert returned to England and was made Admiral
    of the fleet by Charles II. By virtue of Hudson’s discoveries
    in 1610, King Charles II. claimed the northern territory
    of America, and in 1670 he granted a Charter to an
    English company to trade in furs in this region. Prince
    Rupert was the first governor of this Hudson’s Bay
    Company.",Unknown,English
835,835,Pringle,"Pringle: township in Parry Sound district, erected in
    1879. It was named by the Hon. T. B. Pardee after his friend
    Robert Roderick Pringle, son of Dr. James Pringle of
    Cobourg, Ontario.",Ontario,Scottish
836,836,Proton,"Proton: township in Grey county, Ontario, formed in
    1827. Proton is the neuter form of the Greek adjective protos
    meaning “the first”.",Ontario,Other European
837,837,Proudfoot,"Proudfoot: township in Parry Sound district, Ontario,
    organized in 1877. [234] It was named in honour of Hon. William Proudfoot,
    Judge of the High Court of Ontario. He was the son of
    Rev. William Proudfoot, a Presbyterian minister, who
    came from Scotland to London, Ontario, in 1832.",Ontario,Scottish
838,838,Pugwash,"Pugwash: village in Nova Scotia, situated on the
    strait of Northumberland; and also a river which empties
    into the Bay of Pugwash. The word is Micmac Indian meaning “a bank of sand”,
    descriptive of the adjoining shore.",Nova Scotia,Indigenous
839,839,Puslinch,"Puslinch: township in Wellington county, Ontario,
    erected in 1835. It took its name from the town of Puslinch, Devonshire,
    England. Lady Colborne, wife of Sir John
    Colborne, Lieutenant-Governor of Upper Canada, 1829-’35,
    was born there. [235]",Ontario,English
840,840,Quadra,"Quadra: mountain, 10,410 feet, Alberta and B.C.;
    island between Vancouver Island and the mainland and
    hill, Galiano Island, Strait of Georgia. They were named after Francesco de la Bodega y
    Quadra, Spanish naval officer, who made explorations
    along the coast of B.C. and Alaska in 1775 and 1779.",Alberta,Other European
841,841,Quebec,"Quebec: the oldest province of Canada, and its capital
    city, founded in 1608 by Champlain. The word Quebec is Indian in its origin and all
    authorities agree that its meaning is narrows, contraction,
    obstruction—“Where the river narrows”. Here is the
    narrowest place in the whole course of the St. Lawrence.
    The term is common to the Algonquin, Cree and Micmac
    languages and signifies the same in each dialect. Most of the early French authors spelled the word
    Kebec. Champlain wrote it Quebecq.",Quebec,Indigenous
842,842,Queen Charlotte,"Queen Charlotte: sound, channel, strait, and islands,
    Coast district, B.C. These were all named after Queen Charlotte, wife of
    George III., King of England, 1760-1820, or after H.M.
    ships bearing that name.",Unknown,English
843,843,Queen Mary,"Queen Mary: mount, 10,600 feet, in the Rockies,
    Alberta and B.C. It was named after Her Majesty the Queen.",Alberta,English
844,844,Queensport,"Queensport: harbour, Chedabucto Bay, Guysborough
    county, Nova Scotia. It was named after Queen Victoria in her Diamond
    Jubilee year, 1877.",Nova Scotia,English
845,845,Queenston,"Queenston: village and heights in Lincoln county,
    Ontario. In 1792 Simcoe wrote to Dundas that he had the
    Queen’s Rangers, Col. Simcoe’s own British regiment,[236] hutted at the Niagara Landing, now Queenston. Janet
    Carnochan thought the word probably originated from
    the Queen’s Rangers being stationed there at that time.",Ontario,English
846,846,Quesnel,"Quesnel: lake, river, village, mining district, Cariboo,
    B.C. The river was named by Simon Fraser after Jules
    Maurice Quesnel, who accompanied him down the Fraser
    River in 1808. Quesnel was a clerk in the employ of the
    North West Company.",Unknown,French
847,847,Quinte,"Quinte: bay, Lake Ontario, almost separating Prince
    Edward county from the mainland of Ontario. The word is a corruption of the name of an Iroquois
    Indian village of former days, situated in the neighbourhood
    of Rice Lake and variously spelled by French
    geographers, Kentsio, Kentio, Quento. English geographers
    called Lac de Kentsio, Rice Lake, and taking a long
    stride eastward brought the Indian name down to the
    French Lac St. Lyon under the form, Bay of Quinte. The
    meaning of this Indian word is unknown. [237]",Ontario,Indigenous
848,848,Radcliffe,"Radcliffe: township in Renfrew county, Ontario,
    formed in 1859. The origin of the name is uncertain. It may have been
    named after Hon. Thomas Radcliffe, 1794-1841, who
    served under Wellington through the Peninsular Campaigns.
    He settled in Adelaide, Wellington county, in
    1832, and gave loyal service in 1837-’38. Mr. Radcliffe
    became a member of the Legislative Council of Upper
    Canada. Another Radcliffe in the public eye about this time was
    General Sir William Pollexfen Radcliffe, 1823-’97, who
    gave distinguished military service in both India and the
    Crimea.",Ontario,English
849,849,Raglan,"Raglan: township in Renfrew county, Ontario, organized
    in 1857. It was named in honour of James Henry Fitzroy
    Somerset, Lord Raglan, 1788-1855. He served with
    Wellington in the Peninsular War. He lost his right arm
    in the battle of Waterloo. Lord Raglan had command of
    the British army of invasion of the Crimea until his death
    from cholera June 28, 1855. On every field of action he
    valiantly defended the honour of the country’s flag.",Ontario,English
850,850,Rainham,"Rainham: township in Haldimand county, Ontario,
    organized in 1792. It took its name from Rainham village in Norfolk,
    England. At the time of its settlement this township
    formed part of Norfolk county.",Ontario,English
851,851,Rainy,"Rainy: lake and river, international boundary, Rainy
    River district, Ontario. The river takes its name from the lake which the
    Indians called Tekamammaouen and the French Lac la
    Pluie, meaning “It is raining all the time”, referring to
    the spray from the Koochiching Falls at the outlet. [238]",Ontario,Indigenous
852,852,Raleigh,"Raleigh: township in Kent county, Ontario, surveyed
    in 1794. The origin of the name is uncertain. In all probability
    it was named after Sir Walter Raleigh, 1552-1618, a
    versatile favourite of Queen Elizabeth. He achieved
    distinction as soldier, sailor, scholar, courtier, orator and
    historian.",Ontario,English
853,853,Rama,"Rama: township in Ontario county, Ontario, organized
    in 1820. Doubtless this name was suggested by Sir Peregrine
    Maitland, Lieutenant-Governor of Upper Canada 1818-1828,
    who had seen considerable military service in the
    Peninsular War. It is Spanish for “the branch of a tree”. Rama is also found in the Bible; “Thus saith the Lord: A voice was heard in Ramah, lamentation,
        and bitter weeping; Rachel weeping for her children refused
        to be comforted for her children, because they were not”. Jeremiah
        XXXI, 15. Rama is the Greek form of Ramah of the Bible, which
    is said to mean “a high place”.",Ontario,Other European
854,854,Ramsay,"Ramsay: township in Lanark county, Ontario, formed
    in 1823. It was named in honour of a British officer of distinction
    at this time, General George Ramsay, 1770-1838.",Ontario,Scottish
855,855,Rawdon,"Rawdon: township in Hastings county, Ontario,
    erected in 1798. It took its name from Francis Rawdon Hastings, 1754-1826,
    who gave many years of military and civil service
    to the Crown in George III.’s reign. See Hastings county.",Ontario,English
856,856,Reach,"Reach: township in Ontario county, Ontario, organized
    in 1809. It took its name from the village of Reach in Bedfordshire,
    England.",Ontario,English
857,857,Regina,"Regina: the capital of Saskatchewan. Regina is the Latin word for Queen. The name was[239] suggested in 1882 by the Princess Louise, wife of the
    Governor-General, Lord Lorne, who had been appealed to
    for a more attractive name than Pile of Bones when
    Lieutenant-Governor Dewdney selected the spot where the
    C.P.R. crossed Pile of Bones Creek as the site for a new
    seat of government. The name of Waskana, Sioux Indian
    for Pile of Bones, was suggested by Sir Sam Steele of the
    North West Mounted Police. In the early days heaps of
    buffalo bones lay along the edge of the creek.",Saskatchewan,Other European
858,858,Renfrew,"Renfrew: the largest county in Ontario, bordering for
    many miles on the Ottawa River. It took its name from Renfrewshire, Scotland. The
    original home of the Stuarts was in the parish of
    Renfrew. This fact accounts for one of the titles of the
    Prince of Wales, Baron Renfrew. George I. was the grandson
    of Princess Elizabeth, daughter of James I. of the
    Stuart line.",Ontario,Scottish
859,859,Restigouche,"Restigouche: county and river in New Brunswick, the
    county taking its name from the river. There are two
    spellings, English map-makers give Restigouche, French,
    Ristigouche. There are also three significations of this
    word. The Rev. Ph. F. Bourgeois derives it from the Micmac, Lust-a-gooch, meaning “river with five branches”, or
    “river of numerous branches spread out like the fingers
    of the hand”. R. F. Pacifique traces it to the Micmac word, Listogotig,
    meaning “the scene of the great quarrel about the
    squirrel”. Tradition relates that many years ago the
    Micmacs met the Mohawks here in council. When their
    children were playing they caught a white squirrel and
    quarreled about its possession. Their parents took up the
    quarrel and the Micmacs fought the Mohawks along the
    banks of this river for forty years. [240] Rev. Dr. S. T. Rand states Restigouche is a corruption
    of the Micmac word lustegooch, meaning “dead, decaying
    trees”. W. F. Ganong, an eminent authority, states the meaning
    is uncertain, but that Restigouche and Miramichi are
    derived from Micmac synonyms, and, therefore, the meaning
    must be some peculiarity in common; such as, “with
    numerous branches”.",New Brunswick,Indigenous
860,860,Revelstoke,"Revelstoke: city in B.C. It was named in honour of Lord Revelstoke, head of
    the British banking firm of Baring Bros. He bought
    $15,000,000 of the first bond issue of the C.P.R. The
    city was founded in 1886.",Unknown,English
861,861,Reversing,"Reversing: falls St. John River, St. John county, New
    Brunswick. There are two falls during every tide, one
    outward and one inward. The scene is unique and visited
    by all tourists of the Province.",Unknown,English
862,862,Rice,"Rice: lake lying between the counties of Northumberland
    and Peterborough, Ontario. It was so called because on its reedy water-fields, wild
    rice flourishes. This plant is known by many names. The French
    called it riz du Canada. The English called it Canadian
    rice, wild rice, wild oats and Indian rice. The Indians
    used a derivative of the Algonquin word manomin meaning
    “good berry”. It abounds in many waters of Canada
    and northern U.S. Mrs. Thraill thus describes the plant in June: “It has
    a beautiful appearance, with its broad grassy leaves and
    light waving spikes garnished with pale yellow-green
    blossoms delicately shaded with reddish purple, from
    beneath which fall three straw-coloured anthers, which
    move with every breath of air or slightest motion of the
    water.” [241] Wild fowl fatten on Canadian rice and the Indians
    considered it fully as nourishing as maize or wheat. The
    squaws collected it when ripe by poling their canoes into
    the rice fields and, reaching out, drew over the heads and
    beat the grain into the canoe.",Ontario,English
863,863,Richards,"Richards: township in Renfrew county, Ontario,
    erected in 1862. It was named in honour of Chief-Justice Sir William
    Buell Richards, 1815-’89. His family was of U.E. Loyalist
    descent, having settled in Brockville in 1785. Mr.
    Richards studied law, was called to the bar in 1837, and
    elected member of Parliament for Leeds county in 1848.",Ontario,English
864,864,Richebucto,"Richebucto: head, town and river, eastern New
    Brunswick. The word is Micmac Indian but its meaning is uncertain. Father Guay states it is a corruption of Lichibouktouck,
    meaning “river which enters the woods”. Cooney derives the word from Booktaoo, meaning
    “fire”. See Pictou.",Unknown,Indigenous
