,CGNDB ID,place_name,ISO Language Code,language,Syllabic Form,term,category,Concise Code,Toponymic Feature ID,lat,long,Location,province,relevance,Decision Date,Source,Unnamed: 0.1,Unnamed: 0,description,etymology,merge_type,source
8249,FBGKY,Cambridge,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c3c2107849c20c3eb5beaecf3681105,44.4975,-79.1516666,Durham,Ontario,250000,1/8/1929,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8267,FBGOV,Grenville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d03404a849c20c31f1e1dcb55c9b4af,44.03,-77.5830556,Prince Edward,Ontario,250000,12/31/1932,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8282,EGLPL,Gatineau,und,Undetermined,,Railway Stop,Populated Place,UNP,6952f888be1711d892e2080020a0f4c9,46.6361111,-72.6461111,Shawinigan; Mauricie,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
8307,EGLSO,Gaspe-Ouest,mic,"Mikmaw, Migmaw",,Hamlet,Populated Place,UNP,76e565ecbe1711d892e2080020a0f4c9,48.8255556,-64.5272222,Gaspé; La Côte-de-Gaspé,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
8374,FBHJM,Guilford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d0948a0849c20c3c95b8a64aacc39ba,44.22119,-79.54677,Simcoe,Ontario,250000,12/7/1927,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8488,FBHSH,Christie,und,Undetermined,,Railway Point,Populated Place,UNP,0c3ccffc849c20c3b1337adb57667d70,43.4680555,-80.2983334,Wellington,Ontario,250000,7/7/1949,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
8552,FBHWS,Grenville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3ce6c0849c20c3c1a28fe20b938752,44.0452778,-79.5208333,York,Ontario,250000,8/18/1977,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8562,FDNOX,Gloucester,und,Undetermined,,Community,Populated Place,UNP,5e4ce60dc6ce11d892e2080020a0f4c9,45.35,-75.633333,Carleton,Ontario,250000,1/1/2001,Ontario-Ministry of Natural Resources and Forestry,423.0,423.0,"Gloucester: township in Carleton county, Ontario,
    formed in 1798. It took its name from William Frederick, Duke of
    Gloucester, 1776-1834, a nephew of King George III. The
    title was taken from Gloucestershire, England. In the Cathedral of the city of Gloucester is a statue to
    Robert Raikes, the founder of national Sunday Schools.
    The house still stands in St. Catharine St., Gloucester, in
    which the first school was opened in July, 1780.",English,exact,Armstrong (1930)
8563,FBHYD,Gloucester,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3cedc6849c20c346aba34f9bd5b4e9,45.29345,-75.6968,Carleton,Ontario,250000,8/13/1962,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8590,FBICX,Gosfield,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0cfefe14849c20c378d9fa1f926491d5,45.12372,-75.13866,Stormont,Ontario,250000,1/16/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8624,FBINE,Grenville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3d3b2b849c20c30d1ee425070f1ad7,43.8993,-80.5465,Wellington,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8665,FBIVP,Grantham,und,Undetermined,,Railway Point,Populated Place,UNP,0c3d6320849c20c330a59ea9f3dc196c,49.2477777,-90.5730556,Thunder Bay,Ontario,250000,12/31/1962,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8700,CAOEV,Grand Pre,und,Undetermined,,Community,Populated Place,UNP,deba164faf6311d892e2080020a0f4c9,45.104443,-64.306368,Kings,Nova Scotia,250000,12/6/2010,Nova Scotia-Department of Internal Services,431.0,431.0,"Grand Pré: district on the shores of Minas Basin,
    Kings county, Nova Scotia. It is also the name of a small
    village and a railway station in the neighbourhood. Grand Pré means in English “great meadow”. At
    one time it was an Acadian settlement of rare beauty and
    fertility. When the province fell into the hands of the
    British, many of the Acadians refused to take the oath of
    allegiance. For several years the Provincial Government
    tried by peaceful methods to gain their adherence to
    British rule, but in vain. The long patience of the authorities
    was finally exhausted and what is known as the
    Expulsion of the Acadians took place in 1753—an act of
    absolute necessity for the protection of British settlements.",French,exact,Armstrong (1930)
8703,CAOEY,Grand Pre,und,Undetermined,,Community,Populated Place,UNP,dfe61331af6311d892e2080020a0f4c9,45.645499,-60.661844,Richmond,Nova Scotia,250000,6/26/2007,Nova Scotia-Department of Internal Services,,,,French,fuzzy,Armstrong (1930)
8849,FBJWO,Greenock,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0d0351d5849c20c3ca15cd50319f210e,44.1002778,-81.2591667,Bruce,Ontario,250000,12/7/1945,Ontario-Ministry of Natural Resources and Forestry,435.0,435.0,"Greenock: village and township, Bruce county,
    Ontario, formed in 1850. It took its name from Greenock, on the estuary of the
    Clyde River, Renfrew county, Scotland. Greenock is the
    seaport of Glasgow and has a large world commerce. It
    is also a ship-building centre. One of the titles of Lord
    Cathcart, Commander of the forces in British America in
    1845, and Governor of Canada from Lord Metcalfe’s
    departure until the arrival of Lord Elgin in 1847, was
    Baron Greenock. The name Greenock is derived from the Gaelic grian,
    genitive gréine meaning “of the sun” plus cnoc meaning
    “a hill”, that is “a sunny hill”.",Scottish,exact,Armstrong (1930)
8854,FBJYJ,Grenville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3dfcfe849c20c33c6084a498f29f9a,43.28238,-79.9937,Wentworth,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8884,FBKDX,Hagersville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e1869849c20c3274723b42b1170e2,44.53512,-80.5693,Grey,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8890,FBKFV,Grimsthorpe,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e21cc849c20c3ef98b1a19d33e87a,45.71406,-82.32354,Manitoulin,Ontario,250000,8/2/1950,Ontario-Ministry of Natural Resources and Forestry,441.0,441.0,"Grimsthorpe: township in Hastings county, Ontario,
    surveyed in 1822. It took its name from Grimsthorpe Castle in Lincoln
    county, England. This Castle was built by Charles Brandon,
    Duke of Suffolk, to entertain his royal brother-in-law,
    King Henry VIII. Sir Peregrine Maitland, Lieutenant-Governor
    of Upper Canada at this period, suggested the
    name. His relative, Sir Peregrine Bertie, was owner of
    Grimsthorpe Castle at this time.",English,exact,Armstrong (1930)
8903,EGOWM,Grosse Ile,und,Undetermined,,Hamlet,Populated Place,UNP,6f05cb7fbe1911d892e2080020a0f4c9,47.027116,-70.667429,Saint-Antoine-de-l'Isle-aux-Grues; Montmagny,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
8948,FBKTI,Hunter,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e5eb5849c20c375c4372346682cd3,44.88123,-77.54377,Hastings,Ontario,250000,6/3/1947,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8951,FBKTY,Grey,und,Undetermined,,Locality,Populated Place,UNP,0c3e614b849c20c3c9e294e92c564971,48.94121,-87.88206,Thunder Bay,Ontario,250000,3/11/1964,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
8956,FBKVB,Guthrie,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e6893849c20c3c69afce4f5c7ec23,44.4725,-79.5491666,Simcoe,Ontario,250000,12/13/1927,Ontario-Ministry of Natural Resources and Forestry,446.0,446.0,"Guthrie: township in Nipissing district, Ontario. It
    was organized in 1890. This area was named in honour of Donald Guthrie,
    Q.C., of Guelph. Mr. Guthrie was M.P. for South Wellington,
    1876-’82, and elected M.P.P. for the same constituency
    in 1886.",Scottish,exact,Armstrong (1930)
8962,KAIHB,Gyo Chu Dachak,ttm,"Dän K?í, Northern Tutchone ",,Settlement,Populated Place,UNP,0cf73e64849c20c325482f090af4d18e,61.8816667,-134.9241667,,Yukon,250000,3/8/2004,Yukon-Department of Tourism and Culture,,,,Indigenous,exact,Canadian Geographic Names Database
8973,FBKYL,Hagarty,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e7923849c20c39d4d4e02b33cb2fa,46.4579,-80.41605,Sudbury,Ontario,250000,11/3/1949,Ontario-Ministry of Natural Resources and Forestry,,,,Irish,fuzzy,Armstrong (1930)
8977,JAJJM,Hagwilget,mis,Uncoded languages,,Community,Populated Place,UNP,0cfad8b8849c20c37ee6f8853d4dc085,55.2575,-127.597778,Cassiar Land District,British Columbia,250000,3/1/1938,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
8978,IAILC,Haig,und,Undetermined,,Locality,Populated Place,UNP,0c862948849c20c373ac8eb730ac7732,53.35,-112.3255556,30-50-16-W4,Alberta,250000,5/2/1950,AB-Ministry of Culture and Status of Women,,,,English,fuzzy,Armstrong (1930)
8980,FBLBL,Huntsville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e883e849c20c3c106c74b9e9043af,44.9019444,-75.3977778,Dundas,Ontario,250000,8/6/1959,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9023,FBLGZ,Hallowell,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3eab68849c20c339bcab6ac04ab85a,43.9654,-77.28659,Prince Edward,Ontario,250000,3/1/1932,Ontario-Ministry of Natural Resources and Forestry,458.0,458.0,"Hallowell: township in Prince Edward county,
    Ontario, formed in 1797. It took its name from Benjamin Hallowell, a U.E.
    Loyalist, whose estate in Maine was confiscated and he
    himself banished in 1778. The British Government
    granted Mr. Hallowell lands in Nova Scotia and in Upper
    Canada. Some writers state he received a free grant of a
    great part, if not the whole, of the township which bears
    his name.",English,exact,Armstrong (1930)
9033,FBLIC,Halton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3eb015849c20c3ebd1dea67e683bc5,44.31682,-77.29015,Hastings,Ontario,250000,1/17/1952,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9054,FBLND,Brampton,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c3ece70849c20c3d98f2e231a590d99,43.97047,-78.74373,Durham,Ontario,250000,1/17/1952,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9088,FBLSY,Harburn,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3ef34d849c20c3d4d2e8295035471b,45.12566,-78.42084,Haliburton,Ontario,250000,1/17/1952,Ontario-Ministry of Natural Resources and Forestry,463.0,463.0,"Harburn: township, Haliburton district, Ontario,
    formed in 1862. It was probably named after the town of Harburn,
    Edinburgh county, Scotland.",Scottish,exact,Armstrong (1930)
9090,FBLTB,Harcourt,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,707dd52cd05211d892e2080020a0f4c9,45.085,-78.1555556,Haliburton,Ontario,250000,6/19/1973,Ontario-Ministry of Natural Resources and Forestry,464.0,464.0,"Harcourt: township in Haliburton district, Ontario,
    organized in 1860. It was probably named after the village of Harcourt
    in Shropshire, England. Michael Harcourt represented
    Haldimand in the Canadian Assembly before Confederation,
    and his son Hon. Richard Harcourt represented
    Monck in the Ontario Legislature. He became Provincial
    Treasurer in 1890 and at a later date was chosen Minister
    of Education. The district may have been named in
    honour of Mr. Michael Harcourt, M.P. [129]",English,exact,Armstrong (1930)
9110,EGPUL,Harlaka,abe,Abenaki Western,,Named Locality,Populated Place,UNP,6efc603cbe1a11d892e2080020a0f4c9,46.8125,-71.1102778,Lévis; Chaudière-Appalaches,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
9113,FBLXH,Harvey,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3f0d6f849c20c300f2872f7af4a566,43.065,-80.4819445,Brant,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9141,FDHKX,Darlington,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,742f1f1cc6cd11d892e2080020a0f4c9,43.24228,-80.99011,Oxford,Ontario,250000,7/18/1979,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9145,FBMAI,Morrisburg,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3f2023849c20c374f20acaf7c21fa1,43.23254,-80.2129,Brant,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9163,FBMDJ,Watford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,9cf8d433d05511d892e2080020a0f4c9,43.00374,-80.18305,Haldimand; Norfolk,Ontario,250000,11/4/1954,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9167,FBMDL,Darlington,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d035d54849c20c39a703c7c00285a21,44.4416666,-76.6694445,Frontenac,Ontario,250000,9/7/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9175,FBMFF,Harvey,und,Undetermined,,Railway Point,Populated Place,UNP,0c3f3fbc849c20c313f5bf2f828e9c38,50.24312,-90.419189,Thunder Bay,Ontario,250000,12/12/1939,Ontario-Ministry of Natural Resources and Forestry,468.0,468.0,"Harvey: township in Peterborough county, Ontario,
    formed in 1821. It was named in honour of Sir John Harvey, 1778-1846,
    a British soldier of distinction. He planned and
    won the battle of Stoney Creek, Upper Canada, June 5,
    1813. At a later date he was Governor of each of the
    Maritime provinces and also of Newfoundland.",English,exact,Armstrong (1930)
9204,DAJUI,Haut-Shippegan,mic,"Mikmaw, Migmaw",,Dispersed Rural Community,Populated Place,UNP,0c7c4fd6849c20c3b1e050001414a019,47.747607,-64.757983,Gloucester,New Brunswick,250000,7/7/1955,"New Brunswick-Tourism, Culture and Heritage",,,,Indigenous,exact,Canadian Geographic Names Database
9217,FBMKY,Hagersville,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c3f634c849c20c3a237d6f1caae7795,43.5633334,-80.6391667,Waterloo,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9228,FBMNN,Harburn,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3f6e7d849c20c346cafe9d52de9d03,44.14559,-76.95209,Lennox and Addington,Ontario,250000,2/7/1951,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
9239,FBMQA,Hagersville,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c3f7b7a849c20c3f45dd11c726a757b,43.3558333,-80.6625,Waterloo,Ontario,250000,12/31/1962,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9273,FBMRY,Bedford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3f8326849c20c38eff7e06f438c91e,43.8802778,-79.3902778,York,Ontario,250000,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9303,JAXST,Hecate,und,Undetermined,,Abandoned Locality,Populated Place,UNP,38e69deec6ce11d892e2080020a0f4c9,49.8511111,-126.7480556,Nootka Land District,British Columbia,250000,1/19/1998,"British Columbia-Tourism, Arts, Culture and Sport",474.0,474.0,"Hecate: strait lying between Queen Charlotte islands
    and the mainland of British Columbia. It was named after H.M.S. Hecate in B.C. coast
    survey service about 1860. Hecate was a Grecian goddess represented with three
    heads. She was thought to have power from Zeus in
    heaven, earth, and sea. An offering of purification was
    made to her on the 30th of each month at three cross
    roads.",English,exact,Armstrong (1930)
9345,EGQPK,Beresford,und,Undetermined,,Hamlet,Populated Place,UNP,b81a300dbe2911d892e2080020a0f4c9,45.0138889,-71.5622222,Saint-Herménégilde; Coaticook,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,English,fuzzy,Armstrong (1930)
9359,FCKDQ,Hespeler,und,Undetermined,,Urban Community,Populated Place,UNP,40f26660c6ce11d892e2080020a0f4c9,43.4330555,-80.3072222,Waterloo,Ontario,250000,1/1/1973,Ontario-Ministry of Natural Resources and Forestry,477.0,477.0,"Hespeler: town in Waterloo county, Ontario. This
    town had its beginning in 1818 when Abram Clemens
    purchased 515 acres of Indian Lands from Richard
    Beasley. Of that acreage 464 acres are included in the
    incorporated town of Hespeler. The first name given the settlement was Bergeyville
    after a settler named Michael Bergey. In 1835 the name
    was changed to New Hope. In 1844 Jacob Hespeler arrived
    and infused new life into the village. He built a
    saw mill, grist mill and a distillery, cleared the forests,
    drained the swamps and constructed roads. When the
    municipality was incorporated as a village in 1858 it was
    named Hespeler in honour of its most public-spirited
    citizen. The village became a town in 1901.",Other European,exact,Armstrong (1930)
9361,JBKES,Hesquiat,mis,Uncoded languages,,Locality,Populated Place,UNP,0f07515ac6ce11d892e2080020a0f4c9,49.3997222,-126.4680556,Clayoquot Land District,British Columbia,250000,2/15/1983,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
9362,FBNJR,Thessalon,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d036423849c20c37bb1410dd9038b93,43.6377777,-80.7908334,Perth,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,French,fuzzy,Armstrong (1930)
9377,FBNMW,Dickson,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,629b273dc6cd11d892e2080020a0f4c9,43.2383334,-80.8061111,Oxford,Ontario,250000,12/31/1974,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
9431,FBNVZ,Hillier,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0d036532849c20c3916be58ec80cf246,43.97402,-77.45528,Prince Edward,Ontario,250000,3/1/1932,Ontario-Ministry of Natural Resources and Forestry,479.0,479.0,"Hillier: township in Prince Edward county, Ontario,
    organized in 1823. It was named after Major George Hillier, Aide-de-Camp
    and Secretary to Sir Peregrine Maitland, Lieut.-Governor
    of Upper Canada, 1818-’28. In the literature of
    the time the Major is described as extremely polite and
    tactful, devoted to his superior’s interests.",English,exact,Armstrong (1930)
9456,FBNYJ,Hillier,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,8ea6038bc6be11d892e2080020a0f4c9,47.53705,-79.7817,Timiskaming,Ontario,250000,11/8/1976,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9460,FBNYY,Hamilton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c403e3b849c20c3246634da16d14ddd,44.09029,-77.77406,Northumberland,Ontario,250000,3/1/1932,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9467,JBAGM,Hkusam,mis,Uncoded languages,,Locality,Populated Place,UNP,d56a2cc8c6cd11d892e2080020a0f4c9,50.386944,-125.9275,Sayward Land District,British Columbia,250000,11/29/1984,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
9496,FBOHL,Wolford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c406c84849c20c3367676c8fd2e5ddd,44.3355556,-80.7986111,Grey,Ontario,250000,4/16/1945,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9499,FBOHX,Holland,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,71cfa9acd05211d892e2080020a0f4c9,44.41443,-75.94986,Leeds,Ontario,250000,1/22/1968,Ontario-Ministry of Natural Resources and Forestry,485.0,485.0,"Holland: township, Ontario, surveyed in 1840. The origin of its name is uncertain. It may have been
    named after Major Samuel Holland who was with Wolfe
    at Louisbourg and Quebec, and afterwards became
    Surveyor-General of Canada. He died in 1801. It is possible that it was named in honour of Lord
    Holland who was a member of the British Government at
    this period, 1835-’41. Holland is also the name of a historical river, York
    and Simcoe counties, Ontario, emptying into Lake Simcoe.
    It took its name from Major S. Holland who distinguished
    himself under Wolfe at Louisbourg and was appointed
    Surveyor-General of Canada.",English,exact,Armstrong (1930)
9537,KACXK,Hootalinqua,ttm,"Dän K?í, Northern Tutchone ",,Locality,Populated Place,UNP,0c6f5b7b849c20c3a9f7a2becd2a0cea,61.5892091,-134.9003461,,Yukon,250000,7/15/1936,Yukon-Department of Tourism and Culture,,,,Indigenous,exact,Canadian Geographic Names Database
9604,FBPGO,Humber,und,Undetermined,,Railway Point,Populated Place,UNP,0c41150f849c20c38e06617d9fd8aba2,47.30711,-84.43593,Algoma,Ontario,250000,7/3/1952,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9608,KBAAX,Hudinlin,ttm,"Dän K?í, Northern Tutchone ",,Locality,Populated Place,UNP,0c6f5b7b849c20c3a9f7a2becd2a0cea,61.5892091,-134.9003461,,Yukon,250000,9/25/2008,Yukon-Department of Tourism and Culture,,,,Indigenous,exact,Canadian Geographic Names Database
9619,JBAQN,Hullcar,mis,Uncoded languages,,Locality,Populated Place,UNP,1b365e0cc6ce11d892e2080020a0f4c9,50.4997222,-119.2677778,Kamloops Division Yale Land District,British Columbia,250000,11/29/1984,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
9620,FBPLD,Humber,und,Undetermined,,Railway Point,Populated Place,UNP,0c412d2b849c20c340004b222dba197b,43.8938889,-79.8055556,Peel,Ontario,250000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,498.0,498.0,"Humber: river, teeming with historical romance, in
    York county, Ontario. Before Governor Simcoe’s time it was known as
    Toronto River, and St. John’s creek after Jean Baptiste
    Rousseau, an early trader and interpreter, who had a
    public house on its banks, near Dundas Street. Simcoe
    disliked the aboriginal name of Toronto and ordered it to
    be replaced by Humber. “The north of England names
    began to be in use, and the Humber, with perhaps some
    influence added from that Humber near his Devonshire
    estate, displaced the Toronto and St. John’s Creek”—K.
    M. Lizars in The Valley of the Humber. The word Humber is probably the aspirated form of cumber (Danish) denoting the confluence of the Ouse and
    Trent Rivers.",English,exact,Armstrong (1930)
9622,FBPLZ,Humber,und,Undetermined,,Railway Point,Populated Place,UNP,0c413143849c20c3fb57f8eed99b02a8,48.4363889,-89.5855556,Thunder Bay,Ontario,250000,11/10/1936,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9627,FBPMD,Humphry,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,63548b3fc6cd11d892e2080020a0f4c9,45.27984,-79.76523,Parry Sound,Ontario,250000,12/4/1968,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9629,FBPML,Hungerford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c413308849c20c36d3a26d646cdd08d,44.53767,-77.19856,Hastings,Ontario,250000,1/7/1947,Ontario-Ministry of Natural Resources and Forestry,501.0,501.0,"Hungerford: township in Hastings county, Ontario,
    erected in 1798. Hungerford took its name from a title of the Hastings
    family. Edward Hastings was summoned to Parliament
    in 1482 as Baron Hungerford. The title was taken from
    the town of Hungerford in Berkshire.",English,exact,Armstrong (1930)
9641,FBPOW,Huntley,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c413ccd849c20c33a3c26ccc2f2bd5c,45.29583,-75.97457,Carleton,Ontario,250000,12/12/1939,Ontario-Ministry of Natural Resources and Forestry,504.0,504.0,"Huntley: township in Carleton county, Ontario,
    surveyed in 1823. It took its name from Huntley Castle, Aberdeen county,
    Scotland, the girlhood home of Lady Charlotte Gordon,
    wife of the Duke of Richmond, Governor-General of
    Canada, 1818-’19. The word is a corruption of hunting
    and lea, “a meadow”, originally “a hunting ground”. [139]",Scottish,exact,Armstrong (1930)
9646,FBPPW,Churchville,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c414160849c20c3b6b9b3557d2b6377,45.4408333,-79.9216666,Parry Sound,Ontario,250000,1/17/1951,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9721,FBQEQ,Pringle,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c418066849c20c3cec496857b634957,44.43513,-77.03446,Lennox and Addington,Ontario,250000,1/17/1952,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930)
9733,JADHN,Inkaneep,mis,Uncoded languages,,Community,Populated Place,UNP,0c8bc0cf849c20c3fab272c0ee8c4f0a,49.1163889,-119.5011111,Similkameen Division Yale Land District,British Columbia,250000,10/7/1954,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
9748,EKQAW,Inutsulialuk,ike,"Inuktitut, Eastern Canadian",,Named Locality,Populated Place,UNP,71bea34ed1e311d892e2080020a0f4c9,58.9175,-77.895278,Baie-d'Hudson; Nord-du-Québec,Quebec,250000,9/6/1984,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
9756,FBQIR,Wood,und,Undetermined,,Locality,Populated Place,UNP,63f1196dc6cd11d892e2080020a0f4c9,42.8166666,-81.9833334,Lambton,Ontario,250000,1/1/1991,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9759,CARNE,Iona,und,Undetermined,,Community,Populated Place,UNP,0f6864a0af6f11d892e2080020a0f4c9,45.962625,-60.804753,Victoria,Nova Scotia,250000,6/26/2007,Nova Scotia-Department of Internal Services,513.0,513.0,"Iona: town and parish in Victoria county, Cape
    Breton, Nova Scotia. It was settled by Scotch in 1802. Bishop McKeown gave it this name in 1873 on account
    of its physical features resembling those of Iona, Scotland.
    The name was confirmed by Parliament in 1891. The word Iona is said to be Hebrew for Jonas, the
    prophet.",Scottish,exact,Armstrong (1930)
9849,EGTDQ,Jacques Cartier,und,Undetermined,,Village,Populated Place,UNP,08cc0940be2b11d892e2080020a0f4c9,46.6722222,-71.7586111,Cap-Santé; Portneuf,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
9931,FBSCS,Johnstown,und,Undetermined,,Railway Point,Populated Place,UNP,0c428dc6849c20c3a87bba54b88a9d7a,47.27,-79.7580556,Timiskaming,Ontario,250000,11/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
9947,FBSHI,Jones,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,ffda0221d05311d892e2080020a0f4c9,49.972351,-94.085838,Kenora,Ontario,250000,5/23/1969,Ontario-Ministry of Natural Resources and Forestry,524.0,524.0,"Jones: township in Renfrew county, Ontario, erected
    in 1863. It was named in honour of Judge Jonas Jones. He was
    a son of Ephraim Jones who settled in Augusta, Grenville
    county, and was a member of the first Parliament of
    Upper Canada, held at Newark. Young Jones was
    educated by Dr. Strachan, studied law, and served in the
    war of 1812. He was appointed Judge of the Court of
    Queen’s Bench in 1837 and died in Toronto in 1848. [148]",English,exact,Armstrong (1930)
